ID,Fault_Type,Phase,RMS_Voltage,Peak_Voltage,THD,Duration_ms,DWT_Energy_Level1,DWT_Energy_Level2,DWT_Entropy,Signal_Noise_Ratio_dB,Label
2204,Sag,B,160.72,227.29,4.33,256.0,30.57,27.22,4.54,21.56,1.0
2205,Swell,A,276.42,390.92,2.21,261.0,51.29,32.61,1.99,26.01,2.0
2206,Swell,A,257.92,364.76,5.13,69.0,59.92,22.84,2.86,24.17,2.0
2207,Sag,C,140.32,198.45,2.7,139.0,12.08,19.21,1.74,38.63,1.0
2208,Transient,C,234.69,395.92,6.45,258.0,84.25,38.12,3.12,20.52,3.0
2209,Harmonics,B,228.21,322.73,13.55,257.0,19.49,40.87,4.81,21.2,4.0
2210,Swell,C,265.05,374.84,2.32,162.0,80.47,35.19,3.39,23.84,2.0
2211,Swell,C,269.58,381.25,3.23,16.0,47.25,40.02,2.13,23.64,2.0
2212,Sag,A,144.25,204.0,2.07,204.0,65.96,41.78,3.61,28.48,1.0
2213,Transient,A,231.41,409.18,4.33,213.0,44.79,15.71,4.35,37.17,3.0
2214,Swell,B,280.37,396.5,2.77,65.0,85.29,18.28,2.14,35.86,2.0
2215,,A,135.83,192.09,3.58,252.0,20.93,5.15,4.67,26.1,1.0
2216,Transient,C,226.56,361.65,4.01,46.0,44.31,32.21,3.8,31.88,3.0
2217,Swell,A,271.77,384.34,3.73,188.0,51.78,19.76,2.62,36.45,2.0
2218,Harmonics,C,225.38,318.74,7.18,129.0,64.63,,2.11,28.08,4.0
2219,Sag,C,140.96,199.35,,226.0,33.05,23.92,4.34,35.42,1.0
2220,Swell,C,263.11,372.1,4.38,98.0,24.1,36.89,3.16,37.09,2.0
2221,Swell,A,270.39,382.39,3.02,295.0,65.9,26.67,4.96,28.94,2.0
2222,Normal,A,234.02,330.96,1.75,248.0,35.1,47.71,2.44,20.07,0.0
2223,Normal,C,234.7,331.91,1.64,271.0,64.73,27.54,2.53,37.97,0.0
2224,Swell,A,273.91,387.36,,247.0,63.6,32.41,1.87,33.02,2.0
2225,Sag,A,136.19,192.6,4.15,222.0,78.23,6.52,3.2,39.39,1.0
2226,Sag,C,144.56,204.45,3.45,187.0,44.66,10.07,4.79,30.6,1.0
2227,Sag,B,142.89,202.08,1.59,243.0,88.68,10.14,3.41,28.03,1.0
2228,Transient,B,232.61,407.58,4.2,103.0,10.23,,1.45,28.32,3.0
2229,Sag,A,130.64,184.75,1.26,160.0,71.54,7.78,2.88,25.33,1.0
2230,Transient,B,224.64,379.14,6.98,247.0,68.48,43.11,2.25,31.56,3.0
2231,,C,255.07,360.72,2.51,102.0,78.4,14.5,4.81,35.67,2.0
2232,Sag,A,,209.78,2.02,153.0,69.37,19.86,3.63,24.9,1.0
2233,Transient,C,230.74,447.23,5.04,49.0,81.45,47.67,4.56,26.43,3.0
2234,Transient,C,231.27,399.43,5.89,143.0,47.23,33.51,4.41,29.33,3.0
2235,Normal,B,226.6,320.47,2.13,140.0,64.83,32.43,2.19,36.68,0.0
2236,Sag,C,,202.18,3.11,67.0,70.35,14.8,3.71,21.82,1.0
2237,Transient,B,241.99,416.47,5.03,236.0,68.54,35.41,3.5,32.46,3.0
2238,Normal,B,220.26,311.5,1.77,121.0,69.14,18.3,2.85,37.63,0.0
2239,Harmonics,B,232.46,328.75,9.09,186.0,11.83,42.97,4.71,24.76,4.0
2240,Transient,B,236.71,394.59,7.66,244.0,40.95,43.04,1.35,37.16,3.0
2241,Transient,B,237.16,393.31,4.67,85.0,89.33,46.72,4.42,36.6,3.0
2242,Harmonics,C,233.2,329.79,11.97,230.0,69.58,25.36,,33.91,4.0
2243,Normal,,226.29,320.02,1.99,298.0,48.37,37.06,3.58,23.7,0.0
2244,Transient,A,226.4,388.83,6.71,139.0,24.56,36.16,4.9,32.24,3.0
2245,Swell,C,286.29,404.88,3.51,132.0,,,3.13,25.77,2.0
2246,Harmonics,B,230.83,326.44,7.11,171.0,19.55,22.41,2.83,32.57,4.0
2247,Harmonics,B,,315.68,8.34,10.0,12.04,31.55,4.11,35.76,4.0
2248,Swell,C,271.78,384.36,2.64,283.0,,16.15,1.98,23.72,2.0
2249,Transient,A,238.37,386.88,5.45,288.0,22.57,7.05,3.17,35.88,3.0
2250,Swell,A,268.72,380.03,4.38,262.0,42.58,19.14,3.85,23.23,2.0
2251,Swell,C,276.16,390.55,3.63,50.0,,35.28,2.99,34.37,2.0
2252,Harmonics,A,,328.25,7.61,248.0,56.06,39.31,1.63,35.27,4.0
2253,Harmonics,C,230.24,325.61,13.43,92.0,54.15,35.67,1.34,23.57,4.0
2254,Swell,B,268.3,379.44,4.27,30.0,96.76,36.02,2.57,34.03,2.0
2255,Harmonics,B,231.24,327.03,9.2,238.0,42.78,27.53,4.62,32.63,4.0
2256,Normal,A,,329.62,1.14,195.0,49.36,26.23,2.99,37.68,0.0
2257,Normal,A,232.98,329.48,1.71,,93.79,47.71,4.8,38.87,0.0
2258,Harmonics,A,229.36,324.36,7.24,36.0,35.99,16.89,2.21,31.11,4.0
2259,Transient,A,228.64,386.67,4.32,97.0,27.38,42.7,1.25,25.97,3.0
2260,Swell,A,268.5,379.72,0.93,230.0,79.0,40.37,2.84,20.39,2.0
2261,Harmonics,C,233.37,330.03,5.03,130.0,27.12,10.53,1.56,23.7,4.0
2262,Harmonics,B,229.57,324.66,10.2,254.0,43.91,8.5,2.6,31.88,4.0
2263,Sag,A,153.59,217.22,4.26,35.0,34.02,22.59,1.98,24.86,1.0
2264,Sag,C,167.09,236.29,5.05,126.0,86.28,33.44,1.66,26.29,1.0
2265,Normal,B,228.22,322.75,1.27,263.0,98.27,33.2,4.53,26.58,0.0
2266,Sag,B,141.93,200.72,3.19,262.0,49.2,48.47,1.78,20.68,1.0
2267,,B,262.29,370.94,1.87,208.0,56.47,9.35,3.98,22.19,2.0
2268,Harmonics,B,231.72,327.7,9.71,205.0,36.28,,1.02,32.09,4.0
2269,Sag,C,150.03,212.17,1.7,86.0,59.99,17.16,4.75,20.26,1.0
2270,Transient,C,230.88,408.89,1.49,48.0,38.91,5.68,3.92,34.22,3.0
2271,Swell,B,260.42,368.28,2.92,82.0,52.37,45.29,3.24,25.84,2.0
2272,Normal,C,227.5,321.74,1.46,,42.03,6.88,2.12,25.9,0.0
2273,Transient,A,226.38,359.46,3.63,193.0,84.32,29.34,2.91,32.99,3.0
2274,Harmonics,B,228.56,323.24,10.74,153.0,26.41,28.75,1.03,22.44,4.0
2275,Transient,A,225.82,416.09,6.63,130.0,55.19,40.14,1.88,37.43,3.0
2276,Harmonics,C,226.26,319.99,,281.0,71.17,27.05,1.44,38.25,4.0
2277,Swell,B,248.44,351.34,4.29,196.0,73.68,41.61,1.5,29.89,2.0
2278,Transient,B,228.37,443.5,4.69,39.0,43.57,18.1,4.47,34.92,3.0
2279,Transient,,236.63,393.88,2.17,229.0,14.86,43.94,3.05,32.38,3.0
2280,Transient,,233.89,390.4,2.58,58.0,46.5,20.05,2.38,35.21,3.0
2281,Normal,A,235.53,333.1,1.44,258.0,68.9,33.13,4.62,38.15,0.0
2282,Normal,A,232.91,329.38,2.09,61.0,13.68,48.63,4.67,27.62,0.0
2283,Normal,B,222.47,314.62,2.37,65.0,95.59,34.07,3.71,22.06,0.0
2284,Harmonics,C,229.4,324.42,10.1,222.0,21.26,46.1,3.96,27.3,4.0
2285,Swell,B,,397.22,4.52,,16.17,21.58,4.85,20.3,2.0
2286,Swell,,255.33,361.09,4.66,103.0,25.83,46.31,1.98,24.88,2.0
2287,Transient,A,228.28,418.6,5.84,,84.74,11.64,3.19,34.22,3.0
2288,Normal,C,225.82,319.36,2.96,55.0,51.21,27.84,1.42,20.68,0.0
2289,Normal,A,237.72,336.19,2.47,285.0,30.1,47.4,3.79,24.74,0.0
2290,Transient,,226.06,353.76,6.57,226.0,62.58,33.52,3.87,20.38,3.0
2291,Swell,B,257.6,,3.65,268.0,56.56,22.52,3.37,30.32,2.0
2292,Harmonics,B,,325.41,13.78,125.0,81.54,33.31,3.08,39.41,4.0
2293,Normal,B,229.82,325.02,1.85,112.0,86.93,11.74,4.78,30.15,0.0
2294,Sag,C,139.46,197.22,2.9,85.0,18.53,44.46,1.12,39.45,1.0
2295,Transient,A,234.37,408.68,3.95,206.0,47.61,7.98,2.26,26.3,3.0
2296,Normal,B,230.93,326.59,2.64,174.0,54.36,36.4,1.14,35.25,0.0
2297,Transient,A,225.5,393.77,2.64,48.0,,26.65,4.16,21.47,3.0
2298,Harmonics,A,224.19,317.05,8.59,110.0,91.51,16.51,4.05,34.21,4.0
2299,Normal,A,225.14,318.4,0.86,47.0,80.19,46.67,3.87,39.46,0.0
2300,Normal,A,,307.39,2.52,142.0,37.81,42.98,1.87,20.3,0.0
2301,Normal,A,227.8,322.16,2.64,14.0,99.3,26.63,3.56,37.52,0.0
2302,Swell,A,257.53,364.21,3.87,80.0,88.38,5.9,1.22,38.37,2.0
2303,Sag,C,155.21,219.5,3.21,221.0,86.16,19.39,2.75,29.41,1.0
2304,Harmonics,A,235.22,332.65,7.73,26.0,38.42,32.52,,25.06,4.0
2305,Harmonics,B,238.07,336.69,9.83,145.0,18.74,48.88,1.95,32.56,4.0
2306,Sag,A,149.06,210.81,2.34,115.0,85.3,12.34,,38.16,1.0
2307,Harmonics,A,234.96,332.28,10.4,261.0,20.49,39.88,4.02,32.09,4.0
2308,Transient,A,226.41,388.25,7.29,139.0,62.55,7.97,1.54,33.27,3.0
2309,Transient,B,222.6,409.64,6.35,152.0,10.58,11.78,2.69,36.05,3.0
2310,Transient,B,234.69,412.96,6.34,16.0,15.26,26.88,2.1,27.96,3.0
2311,Swell,A,276.88,391.57,2.67,108.0,49.63,34.15,3.81,23.52,2.0
2312,Swell,C,282.66,399.75,3.1,143.0,90.54,13.34,1.16,23.17,2.0
2313,Normal,A,238.07,336.68,2.45,196.0,54.79,19.96,3.52,20.87,0.0
2314,Transient,A,224.62,,8.64,225.0,30.41,24.04,3.35,24.33,3.0
2315,Harmonics,A,236.83,334.92,10.99,75.0,51.16,14.7,4.46,31.72,4.0
2316,Normal,A,225.12,318.37,1.8,25.0,37.15,44.04,3.02,37.71,0.0
2317,Transient,C,228.22,404.9,4.63,130.0,36.09,18.79,1.64,30.16,3.0
2318,Swell,A,262.48,371.2,4.4,50.0,76.87,32.23,4.69,23.24,2.0
2319,Normal,C,234.05,331.0,2.47,292.0,11.95,,4.45,31.69,0.0
2320,Harmonics,C,237.38,335.7,8.53,297.0,18.78,,2.05,27.49,4.0
2321,Sag,C,137.11,193.91,1.58,12.0,96.4,,3.28,29.06,1.0
2322,Transient,A,232.21,417.43,3.39,18.0,68.28,24.7,1.38,34.81,3.0
2323,Transient,A,229.29,382.77,5.98,212.0,31.8,12.78,4.29,35.97,3.0
2324,Normal,C,233.28,329.91,2.0,31.0,26.28,13.33,1.65,35.78,0.0
2325,Swell,B,271.09,383.38,2.43,64.0,99.19,12.77,,35.83,2.0
2326,Transient,A,228.46,381.77,7.37,156.0,97.56,29.19,2.99,23.75,3.0
2327,Swell,A,261.62,369.99,5.25,110.0,91.58,5.1,2.07,36.0,2.0
2328,Swell,A,280.43,396.59,4.28,220.0,36.61,46.04,3.97,27.9,2.0
2329,Swell,A,285.45,403.69,2.52,133.0,62.73,28.41,2.28,34.99,2.0
2330,Swell,B,265.24,375.1,3.61,33.0,77.75,7.08,1.6,22.11,2.0
2331,Transient,C,216.86,404.27,6.95,83.0,53.82,41.2,3.83,35.91,3.0
2332,Sag,C,142.73,201.84,4.22,62.0,62.48,25.77,3.63,36.32,1.0
2333,Harmonics,A,230.14,325.46,12.78,198.0,46.39,15.37,1.93,33.25,4.0
2334,Harmonics,A,236.43,334.36,13.29,27.0,14.86,28.97,1.76,,4.0
2335,Transient,C,221.58,414.62,6.6,165.0,60.98,44.92,2.29,24.96,3.0
2336,,C,232.26,328.46,7.95,57.0,25.84,17.68,1.83,39.43,4.0
2337,Harmonics,B,225.96,319.55,10.97,91.0,59.32,39.81,3.7,25.89,4.0
2338,Normal,B,241.58,341.65,1.71,66.0,35.52,46.19,2.85,32.94,0.0
2339,Transient,C,222.06,408.48,7.15,166.0,44.95,43.01,1.02,30.4,3.0
2340,Swell,A,273.33,386.55,3.83,265.0,66.74,5.65,4.39,34.46,2.0
2341,Harmonics,A,227.72,322.04,10.78,166.0,95.63,30.31,4.84,37.85,4.0
2342,Harmonics,A,233.65,330.43,9.16,202.0,82.25,39.17,3.91,27.51,4.0
2343,Transient,A,233.41,383.69,4.39,195.0,24.42,40.03,2.2,24.22,3.0
2344,Normal,B,227.4,321.6,2.54,296.0,34.08,29.5,4.22,26.22,0.0
2345,Transient,B,231.54,392.27,5.56,167.0,81.38,48.31,1.93,27.35,3.0
2346,Sag,A,146.84,207.67,3.95,124.0,27.22,16.55,1.5,34.27,1.0
2347,Swell,A,270.4,382.4,1.98,91.0,93.11,18.25,4.55,29.95,2.0
2348,Harmonics,A,231.89,327.94,9.34,85.0,77.16,20.51,3.99,38.15,4.0
2349,Harmonics,C,231.94,328.01,18.94,263.0,14.06,30.81,1.72,39.88,4.0
2350,Transient,A,231.23,390.69,4.19,100.0,,35.14,4.12,34.52,3.0
2351,Transient,C,230.71,382.02,6.16,39.0,11.71,23.64,2.07,23.97,3.0
2352,Harmonics,C,227.38,321.57,12.2,132.0,42.88,7.67,4.32,23.42,4.0
2353,Transient,B,230.86,410.39,,20.0,66.21,29.6,1.83,32.86,3.0
2354,Normal,B,227.2,321.31,1.78,94.0,92.69,9.98,4.47,30.88,0.0
2355,Swell,B,282.7,399.79,4.83,44.0,62.92,41.88,4.43,36.01,2.0
2356,Normal,B,229.26,324.22,2.44,48.0,70.76,30.23,2.42,31.38,0.0
2357,Sag,A,155.74,,3.36,120.0,29.81,18.51,4.79,25.26,1.0
2358,Swell,A,267.64,378.51,4.66,16.0,37.02,36.89,1.41,28.94,2.0
2359,Normal,C,222.49,314.65,2.03,166.0,61.58,9.08,4.72,32.51,0.0
2360,Normal,B,231.21,326.99,2.54,270.0,81.25,13.34,4.26,32.29,0.0
2361,Sag,B,148.68,210.26,3.18,268.0,86.53,49.13,4.9,35.45,1.0
2362,Sag,B,159.12,225.02,4.05,163.0,60.6,46.6,3.98,27.81,1.0
2363,Normal,C,235.47,333.0,,46.0,87.53,40.69,2.26,27.1,0.0
2364,Sag,C,141.86,200.62,2.98,98.0,78.28,34.94,2.19,22.34,1.0
2365,Normal,C,228.25,322.79,2.09,115.0,92.13,43.02,3.93,34.68,0.0
2366,Swell,B,271.54,384.01,3.25,162.0,24.25,,1.96,39.4,2.0
2367,Sag,A,148.67,210.26,2.94,110.0,12.36,47.65,3.88,21.65,1.0
